Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[883]    0.0    0.00    0.00 1038526         std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&) [883]
-----------------------------------------------
                0.00    0.00  420846/1020775     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [294]
                0.00    0.00  599929/1020775     std::_Vector_base<double, std::allocator<double> >::get_allocator() const [556]
[884]    0.0    0.00    0.00 1020775         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [884]
-----------------------------------------------
                0.00    0.00  484705/982841      std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [442]
                0.00    0.00  498136/982841      std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [277]
[885]    0.0    0.00    0.00  982841         std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [885]
                0.00    0.00  987697/3270631     std::_Sp_ebo_helper<0, std::allocator<int>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<int>, true>&) [829]
-----------------------------------------------
                0.00    0.00       1/969352      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [1208]
                0.00    0.00       6/969352      std::vector<std::thread, std::allocator<std::thread> >::_S_max_size(std::allocator<std::thread> const&) [1097]
                0.00    0.00      44/969352      std::vector<std::tuple<Math::Matrix, Math::Matrix>, std::allocator<std::tuple<Math::Matrix, Math::Matrix> > >::_S_max_size(std::allocator<std::tuple<Math::Matrix, Math::Matrix> > const&) [1058]
                0.00    0.00  105269/969352      std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_S_max_size(std::allocator<std::function<void ()> > const&) [967]
                0.00    0.00  299962/969352      std::vector<Math::Matrix, std::allocator<Math::Matrix> >::_S_max_size(std::allocator<Math::Matrix> const&) [581]
                0.00    0.00  564070/969352      std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [912]
[886]    0.0    0.00    0.00  969352         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [886]
-----------------------------------------------
                0.00    0.00   93480/850683      std::_Head_base<1ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, false>::_Head_base<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [307]
                0.00    0.00   93501/850683      std::_Tuple_impl<1ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::_Tuple_impl<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [308]
                0.00    0.00   99248/850683      std::_Head_base<0ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, false>::_Head_base<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [298]
                0.00    0.00  185732/850683      std::tuple<std::__strip_reference_wrapper<std::decay<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>::type>::__type, std::__strip_reference_wrapper<std::decay<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>::type>::__type> std::make_tuple<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [183]
                0.00    0.00  186299/850683      std::tuple<std::vector<Math::Matrix, std::allocator<Math::Matrix> >, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::tuple<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, true>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [194]
                0.00    0.00  192423/850683      std::_Tuple_impl<0ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::_Tuple_impl<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, void>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [198]
[887]    0.0    0.00    0.00  850683         std::vector<Math::Matrix, std::allocator<Math::Matrix> >& std::forward<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::remove_reference<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>::type&) [887]
-----------------------------------------------
                0.00    0.00  796189/796189      Math::Matrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, Math::Matrix*>(__gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, __gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, Math::Matrix*) [148]
[888]    0.0    0.00    0.00  796189         __gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::operator++() [888]
-----------------------------------------------
                0.00    0.00  792181/792181      void std::_Construct<Math::Matrix, Math::Matrix const&>(Math::Matrix*, Math::Matrix const&) [147]
[889]    0.0    0.00    0.00  792181         Math::Matrix const& std::forward<Math::Matrix const&>(std::remove_reference<Math::Matrix const&>::type&) [889]
-----------------------------------------------
                0.00    0.00  791843/791843      Math::Matrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, Math::Matrix*>(__gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, __gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, Math::Matrix*) [148]
[890]    0.0    0.00    0.00  791843         __gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::operator*() const [890]
-----------------------------------------------
                0.00    0.00  260228/780704      void std::_Function_base::_Base_manager<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}>::_M_create<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}>(std::_Any_data&, Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&&, std::integral_constant<bool, false>) [944]
                0.00    0.00  260232/780704      std::function<void (int, int)>::function<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}, void>(Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&&) [582]
                0.00    0.00  260244/780704      void std::_Function_base::_Base_manager<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}>::_M_init_functor<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}>(std::_Any_data&, Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&&) [945]
[891]    0.0    0.00    0.00  780704         Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&& std::forward<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}>(std::remove_reference<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}>::type&) [891]
-----------------------------------------------
                0.00    0.00  775295/775295      double std::__invoke_impl<double, Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&, double>(std::__invoke_other, Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&, double&&) [421]
[892]    0.0    0.00    0.00  775295         Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}::operator()(double) const [892]
-----------------------------------------------
                0.00    0.00  774171/774171      std::_Function_base::_Base_manager<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>::_M_get_pointer(std::_Any_data const&) [634]
[893]    0.0    0.00    0.00  774171         Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1} const* std::__addressof<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1} const>(Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1} const&) [893]
-----------------------------------------------
                0.00    0.00  256451/769366      std::function<double (double)>::function<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}, void>(Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&&) [559]
                0.00    0.00  256454/769366      void std::_Function_base::_Base_manager<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>::_M_init_functor<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>(std::_Any_data&, Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&&) [701]
                0.00    0.00  256461/769366      void std::_Function_base::_Base_manager<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>::_M_create<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>(std::_Any_data&, Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&&, std::integral_constant<bool, true>) [702]
[894]    0.0    0.00    0.00  769366         Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&& std::forward<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>(std::remove_reference<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>::type&) [894]
-----------------------------------------------
                0.00    0.00  381173/763599      void std::__invoke_impl<void, Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}&, int, int>(std::__invoke_other, Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}&, int&&, int&&) [259]
                0.00    0.00  382426/763599      std::enable_if<is_invocable_r_v<void, Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}&, int, int>, void>::type std::__invoke_r<void, Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}&, int, int>(Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}&, int&&, int&&) [258]
[895]    0.0    0.00    0.00  763599         Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}& std::forward<Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}&>(std::remove_reference<Math::Matrix::iProd(Math::Matrix, Math::Matrix const&)::{lambda(int, int)#1}&>::type&) [895]
-----------------------------------------------
                0.00    0.00  699150/699150      std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::~_Vector_base() [378]
[896]    0.0    0.00    0.00  699150         std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_impl::~_Vector_impl() [896]
                0.00    0.00  699155/1692170     std::allocator<Math::Matrix>::~allocator() [855]
-----------------------------------------------
                0.00    0.00  693314/693314      __gnu_cxx::new_allocator<Math::Matrix>::allocate(unsigned long, void const*) [899]
[897]    0.0    0.00    0.00  693314         __gnu_cxx::new_allocator<Math::Matrix>::_M_max_size() const [897]
-----------------------------------------------
                0.00    0.00       3/693191      std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_impl::_Vector_impl() [1135]
                0.00    0.00  693188/693191      std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_impl::_Vector_impl(std::allocator<Math::Matrix> const&) [900]
[898]    0.0    0.00    0.00  693191         std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_impl_data::_Vector_impl_data() [898]
-----------------------------------------------
                0.00    0.00  693176/693176      std::allocator_traits<std::allocator<Math::Matrix> >::allocate(std::allocator<Math::Matrix>&, unsigned long) [668]
[899]    0.0    0.00    0.00  693176         __gnu_cxx::new_allocator<Math::Matrix>::allocate(unsigned long, void const*) [899]
                0.00    0.00  693314/693314      __gnu_cxx::new_allocator<Math::Matrix>::_M_max_size() const [897]
-----------------------------------------------
                0.00    0.00  692568/692568      std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_base(unsigned long, std::allocator<Math::Matrix> const&) [671]
[900]    0.0    0.00    0.00  692568         std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_impl::_Vector_impl(std::allocator<Math::Matrix> const&) [900]
                0.00    0.00  693188/693191      std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_impl_data::_Vector_impl_data() [898]
                0.00    0.00  692801/1385247     std::allocator<Math::Matrix>::allocator(std::allocator<Math::Matrix> const&) [866]
-----------------------------------------------
                0.00    0.00  686256/686256      std::_Tuple_impl<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::_M_head(std::_Tuple_impl<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> const&) [579]
[901]    0.0    0.00    0.00  686256         std::_Head_base<0ul, std::__future_base::_Result_base*, false>::_M_head(std::_Head_base<0ul, std::__future_base::_Result_base*, false> const&) [901]
-----------------------------------------------
                0.00    0.00  599964/599964      std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [226]
[902]    0.0    0.00    0.00  599964         void std::__alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&) [902]
                0.00    0.00  599958/599958      std::remove_reference<std::allocator<double>&>::type&& std::move<std::allocator<double>&>(std::allocator<double>&) [903]
